,price,production_year,size,color,material,acc_included,condition_ext,other_defects,has_smell,has_chain,has_logo,has_quilts,bag_style,brand
489,2695,2010-2015,large,pink,patent,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
490,4595,2010-2015,medium,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
491,4905,2010-2015,large,black,caviar,2,excellent,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
492,4855,2010-2015,large,black,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
493,4855,2010-2015,large,black,caviar,0,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
494,4675,2010-2015,large,black,caviar,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
495,5195,2015-2020,large,black,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
496,4315,2010-2015,large,black,caviar,0,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
497,5685,2015-2020,large,black,caviar,5,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
498,5145,0,large,black,caviar,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
499,5350,2010-2015,large,black,caviar,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
500,4765,2010-2015,large,black,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
501,4765,2010-2015,large,black,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
502,4885,2010-2015,large,black,caviar,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
503,5495,2010-2015,large,black,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
504,4855,2015-2020,large,black,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
505,5315,2010-2015,large,black,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
506,4195,2010-2015,large,white,caviar,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
507,3615,2010-2015,large,black,caviar,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
508,5090,2010-2015,large,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
509,3695,2000-2010,large,black,caviar,4,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
510,4195,2000-2010,large,black,caviar,4,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
511,3495,2010-2015,large,black,caviar,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
512,5195,2000-2010,medium,blue,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
513,4940,2000-2010,medium,pink,caviar,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
514,4945,0,medium,pink,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
515,4895,2000-2010,medium,pink,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
516,6175,0,small,black,caviar,4,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
517,4080,2010-2015,large,red,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
518,4270,2000-2010,medium,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
519,3585,2010-2015,medium,black,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
520,4115,2010-2015,medium,black,lambskin,2,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
521,4365,0,medium,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
522,3865,2010-2015,medium,black,lambskin,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
523,2995,2010-2015,medium,green,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
524,3320,2015-2020,mini,pink,lambskin,4,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
525,3435,2010-2015,large,black,patent,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
526,1345,2010-2015,small,red,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
527,3705,2010-2015,medium,brown,lambskin,0,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
528,3325,2015-2020,medium,black,caviar,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
529,5295,2015-2020,medium,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
530,4070,0,medium,black,caviar,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
531,4595,2010-2015,medium,black,caviar,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
532,6235,2015-2020,medium,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
533,4675,2010-2015,medium,black,caviar,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
534,3595,2015-2020,large,blue,caviar,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
535,4115,2015-2020,mini,red,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
536,2980,2010-2015,mini,blue,fabric,3,excellent,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
537,2235,2010-2015,large,black,fabric,3,fair,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
538,1995,2010-2015,small,blue,fabric,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
539,3815,2015-2020,small,black,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
540,4900,2015-2020,large,blue,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
541,3350,2010-2015,large,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
542,3145,2010-2015,large,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
543,2795,2000-2010,large,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
544,2995,2000-2010,medium,red,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
545,3320,2015-2020,mini,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
546,2565,0,mini,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
547,2595,1990s,mini,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
548,2065,2010-2015,mini,black,lambskin,0,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
549,1230,2000-2010,medium,black,lambskin,3,good,0.0,1.0,1.0,1.0,0.0,flap_bag,Chanel
550,2605,2010-2015,mini,metallic,fabric,2,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
551,1890,2010-2015,mini,black,lambskin,0,good,0.0,1.0,1.0,1.0,0.0,flap_bag,Chanel
552,2245,2010-2015,large,red,lambskin,0,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
553,2470,2015-2020,large,red,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
554,5145,2015-2020,medium,blue,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
555,1870,2010-2015,large,black,caviar,2,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
556,4745,0,large,black,caviar,0,excellent,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
557,1385,2010-2015,medium,blue,fabric,0,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
558,4035,2015-2020,medium,black,lambskin,3,excellent,0.0,0.0,0.0,0.0,0.0,flap_bag,Chanel
559,4155,2010-2015,large,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
560,3595,2010-2015,large,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
561,4555,0,large,black,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
562,4195,2010-2015,large,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
563,5035,0,large,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
564,2470,0,large,black,lambskin,0,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
565,2245,1990s,large,black,lambskin,2,good,1.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
566,2495,2010-2015,large,pink,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
567,2285,0,small,black,lambskin,0,fair,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
568,2235,2010-2015,small,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
569,1795,1990s,small,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
570,1995,1990s,small,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
571,2015,1980s,small,black,lambskin,2,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
572,1580,1990s,small,black,lambskin,0,good,1.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
573,1390,1980s,small,black,lambskin,0,fair,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
574,1495,0,small,black,lambskin,0,fair,1.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
575,2150,1980s,small,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
576,1075,0,medium,metallic,lambskin,2,good,0.0,1.0,1.0,1.0,0.0,flap_bag,Chanel
577,2720,2015-2020,small,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
578,2220,2010-2015,small,black,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
579,2065,2010-2015,large,white,lambskin,0,good,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
580,1345,0,small,white,lambskin,3,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
581,3290,2010-2015,mini,red,lambskin,2,good,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
582,2425,2010-2015,large,red,lambskin,3,excellent,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
583,3845,2015-2020,medium,red,lambskin,3,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
584,3190,0,mini,white,fabric,2,like_new,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
585,4350,2015-2020,medium,beige,caviar,3,excellent,0.0,0.0,0.0,1.0,1.0,flap_bag,Chanel
586,4135,2015-2020,medium,beige,caviar,3,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
587,4895,0,medium,blue,caviar,5,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
588,1690,2015-2020,small,yellow,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
589,2595,1990s,medium,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
590,1990,0,medium,black,lambskin,0,fair,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
591,2295,0,medium,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
592,3010,1990s,medium,black,lambskin,0,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
593,4045,2010-2015,medium,black,lambskin,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
594,3795,2010-2015,medium,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
595,2905,0,medium,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
596,3325,2000-2010,medium,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
597,2555,0,small,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
598,2160,2000-2010,medium,black,lambskin,2,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
599,1950,1990s,medium,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
600,1440,0,medium,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
601,1755,0,medium,black,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
602,1950,1990s,medium,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
603,2595,1990s,medium,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
604,2495,1990s,medium,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
605,2700,1980s,medium,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
606,1595,1990s,medium,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
607,2805,1990s,small,black,lambskin,2,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
608,1995,2000-2010,medium,black,lambskin,4,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
609,1975,0,large,brown,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
610,3705,2015-2020,small,red,lambskin,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
611,895,2000-2010,small,beige,suede,0,good,0.0,0.0,0.0,0.0,0.0,flap_bag,Chanel
612,1165,2000-2010,medium,black,synthetic,2,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
613,2665,2015-2020,mini,beige,tweed,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
614,3495,2010-2015,medium,blue,lambskin,0,good,0.0,0.0,0.0,1.0,1.0,flap_bag,Chanel
615,2605,2010-2015,small,purple,lambskin,2,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
616,7265,2015-2020,xlarge,black,lambskin,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
617,6460,2015-2020,xlarge,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
618,6595,2015-2020,xlarge,black,lambskin,4,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
619,5795,2015-2020,xlarge,brown,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
620,3595,2010-2015,large,blue,lambskin,3,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
621,1695,2010-2015,large,brown,lambskin,2,good,0.0,1.0,0.0,1.0,0.0,flap_bag,Chanel
622,2675,2015-2020,small,white,lambskin,4,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
623,2295,2015-2020,mini,red,caviar,4,excellent,1.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
624,3055,2000-2010,medium,white,caviar,4,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
625,2200,2010-2015,large,beige,caviar,0,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
626,4995,2010-2015,large,blue,caviar,3,excellent,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
627,4775,2015-2020,large,blue,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
628,3055,2010-2015,large,grey,caviar,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
629,5695,2015-2020,medium,red,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
630,5150,2015-2020,small,beige,caviar,5,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
631,4405,2015-2020,mini,black,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
632,5145,2010-2015,mini,black,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
633,4140,0,mini,black,caviar,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
634,3530,2010-2015,mini,black,caviar,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
635,4260,0,mini,black,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
636,3895,0,mini,black,caviar,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
637,4595,2010-2015,mini,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
638,5195,2015-2020,mini,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
639,3290,2010-2015,large,grey,caviar,2,good,0.0,0.0,0.0,1.0,1.0,flap_bag,Chanel
640,3795,2015-2020,large,blue,caviar,4,excellent,0.0,0.0,0.0,1.0,1.0,flap_bag,Chanel
641,2280,2010-2015,mini,orange,caviar,4,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
642,2690,2015-2020,medium,beige,fabric,3,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
643,1610,2000-2010,medium,black,lambskin,3,good,1.0,1.0,1.0,1.0,0.0,flap_bag,Chanel
644,2495,2000-2010,medium,red,lambskin,2,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
645,3450,2010-2015,medium,pink,lambskin,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
646,4735,2015-2020,small,white,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
647,3995,0,mini,pink,fabric,3,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
648,2995,0,mini,other,lambskin,2,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
649,2860,2010-2015,medium,black,lambskin,2,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
650,4195,2015-2020,mini,green,caviar,4,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
651,4695,2000-2010,medium,pink,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
652,4295,2015-2020,large,black,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
653,4135,2015-2020,large,black,caviar,5,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
654,3985,0,large,black,caviar,5,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
655,2965,0,medium,blue,lambskin,3,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
656,2595,2010-2015,large,black,lambskin,2,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
657,2560,2000-2010,large,blue,lambskin,2,good,1.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
658,4095,2010-2015,medium,beige,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
659,4495,2015-2020,medium,beige,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
660,3250,0,mini,pink,lambskin,2,excellent,0.0,0.0,0.0,1.0,1.0,flap_bag,Chanel
661,2995,2010-2015,mini,blue,lambskin,4,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
662,2715,1990s,large,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
663,2795,1990s,large,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
664,3095,1990s,large,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
665,3095,1990s,large,black,lambskin,2,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
666,3530,1990s,large,black,lambskin,0,good,1.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
667,3530,1990s,large,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
668,3495,0,large,black,lambskin,3,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
669,900,2000-2010,medium,multicolor,lambskin,2,good,0.0,0.0,0.0,1.0,0.0,flap_bag,Chanel
670,2775,0,medium,blue,lambskin,4,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
671,2695,2015-2020,medium,blue,0,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
672,2995,2015-2020,mini,pink,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
673,3995,2015-2020,medium,red,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
674,3995,2015-2020,medium,blue,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
675,2965,2010-2015,medium,blue,lambskin,4,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
676,1915,0,small,grey,lambskin,3,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
677,4235,2015-2020,mini,beige,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
678,4240,2010-2015,large,beige,caviar,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
679,5295,0,large,beige,caviar,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
680,4840,2010-2015,large,beige,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
681,4495,2010-2015,large,beige,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
682,3995,2010-2015,large,beige,caviar,2,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
683,6095,2010-2015,large,beige,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
684,4045,2000-2010,large,beige,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
685,4570,2000-2010,large,beige,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
686,3150,2015-2020,large,black,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
687,4135,2010-2015,large,black,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
688,1435,2015-2020,large,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
689,2560,2010-2015,large,beige,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
690,3375,2015-2020,medium,blue,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
691,4295,2010-2015,large,blue,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
692,1795,2000-2010,large,red,lambskin,2,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
693,3220,2015-2020,large,pink,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
694,2430,2015-2020,large,beige,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
695,2405,2010-2015,medium,white,lambskin,2,good,1.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
696,2560,2015-2020,medium,black,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
697,2570,2010-2015,medium,black,lambskin,2,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
698,3805,2010-2015,mini,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
699,3295,2015-2020,mini,pink,lambskin,3,excellent,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
700,1895,1980s,small,black,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
701,1995,1990s,small,black,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
702,3995,2010-2015,mini,metallic,lambskin,4,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
703,1255,2000-2010,xlarge,black,patent,0,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
704,3010,2015-2020,mini,black,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
705,3510,2010-2015,small,grey,lambskin,3,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
706,3035,2015-2020,small,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
707,2295,2010-2015,medium,black,lambskin,3,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
708,4575,0,mini,grey,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
709,2845,0,large,blue,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
710,2595,2010-2015,large,black,lambskin,3,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
711,2595,2010-2015,medium,brown,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
712,4250,2010-2015,small,black,lambskin,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
713,4200,2015-2020,mini,black,lambskin,3,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
714,5190,2015-2020,mini,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
715,3450,2010-2015,medium,beige,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
716,4735,2010-2015,large,beige,caviar,0,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
717,2695,2010-2015,large,red,lambskin,2,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
718,1035,2010-2015,large,beige,lambskin,3,fair,1.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
719,2695,2010-2015,medium,brown,lambskin,0,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
720,4950,2015-2020,large,red,caviar,3,excellent,0.0,0.0,0.0,1.0,1.0,flap_bag,Chanel
721,1015,0,large,blue,lambskin,0,fair,0.0,0.0,0.0,1.0,0.0,flap_bag,Chanel
722,1010,2010-2015,large,other,lambskin,0,good,0.0,0.0,0.0,1.0,0.0,flap_bag,Chanel
723,1795,2010-2015,medium,red,lambskin,2,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
724,3235,2015-2020,mini,blue,lambskin,4,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
